run,sample_idx,topology_perturb,sample_type,solve_time,converged
1,8,n,raw,0.011291027069091797,true
1,11,n,raw,0.011407852172851562,true
1,20,n,raw,1.5781030654907227,false
1,46,n,raw,1.4967200756072998,false
1,53,n,raw,1.4380228519439697,false
1,80,n,raw,1.6151249408721924,false
1,113,n,raw,1.557460069656372,false
1,140,n,raw,0.013096809387207031,true
1,144,n,raw,1.9040110111236572,false
1,148,n,raw,1.5366110801696777,false
1,166,n,raw,0.012996912002563477,true
1,182,n,raw,1.5165138244628906,false
1,203,n,raw,1.6641480922698975,false
1,210,n,raw,2.3466861248016357,false
1,242,n,raw,2.7212209701538086,false
1,258,n,raw,1.8526358604431152,false
1,285,n,raw,1.7831218242645264,false
1,329,n,raw,2.503612995147705,false
1,418,n,raw,1.8269000053405762,false
1,479,n,raw,1.5536270141601562,false
1,489,n,raw,2.4511301517486572,false
1,498,n,raw,1.6984889507293701,false
1,521,n,raw,1.4205009937286377,false
1,639,n,raw,1.7701728343963623,false
1,699,n,raw,1.9240999221801758,false
1,817,n,raw,2.191999912261963,false
1,908,n,raw,0.028453826904296875,true
1,928,n,raw,0.013352155685424805,true
1,935,n,raw,1.4900100231170654,false
1,947,n,raw,0.011627197265625,true
1,969,n,raw,0.012798070907592773,true
1,1063,n,raw,1.8364460468292236,false
1,1074,n,raw,1.9542229175567627,false
1,1090,n,raw,2.5503859519958496,false
1,1096,n,raw,1.9293980598449707,false
1,1156,n,raw,2.451267957687378,false
1,1182,n,raw,2.548552989959717,false
1,1192,n,raw,1.9329938888549805,false
1,1273,n,raw,1.8614959716796875,false
1,1322,n,raw,1.7678558826446533,false
1,1349,n,raw,1.6496031284332275,false
1,1352,n,raw,1.6484739780426025,false
1,1425,n,raw,1.8038949966430664,false
1,1428,n,raw,1.8332152366638184,false
1,1436,n,raw,1.859071969985962,false
1,1454,n,raw,2.2511680126190186,false
1,1500,n,raw,1.8927910327911377,false
1,1505,n,raw,1.874959945678711,false
1,1556,n,raw,1.9123480319976807,false
1,1595,n,raw,1.6440720558166504,false
1,1605,n,raw,0.012959003448486328,true
1,1630,n,raw,1.8099100589752197,false
1,1661,n,raw,1.7230250835418701,false
1,1667,n,raw,1.4088430404663086,false
1,1681,n,raw,2.402273178100586,false
1,1700,n,raw,2.555671215057373,false
1,1705,n,raw,1.8552160263061523,false
1,1718,n,raw,1.4683279991149902,false
1,1724,n,raw,2.611722946166992,false
1,1764,n,raw,1.3867008686065674,false
1,1772,n,raw,2.180530071258545,false
1,1773,n,raw,1.7040081024169922,false
1,1778,n,raw,1.5743510723114014,false
1,1789,n,raw,1.8742320537567139,false
1,1790,n,raw,1.9558041095733643,false
1,1793,n,raw,1.7717130184173584,false
1,1890,n,raw,1.8525159358978271,false
1,1967,n,raw,1.4730870723724365,false
1,1984,n,raw,1.8991270065307617,false
1,2035,n,raw,2.3822200298309326,false
1,2083,n,raw,1.736940860748291,false
1,2104,n,raw,1.5365538597106934,false
1,2115,n,raw,1.641369104385376,false
1,2125,n,raw,1.644408941268921,false
1,2159,n,raw,1.7766740322113037,false
1,2177,n,raw,1.8064370155334473,false
1,2196,n,raw,1.755540132522583,false
1,2214,n,raw,1.724377155303955,false
1,2225,n,raw,1.8278491497039795,false
1,2235,n,raw,1.82389497756958,false
1,2251,n,raw,1.606623888015747,false
1,2255,n,raw,1.7702999114990234,false
1,2258,n,raw,1.6233208179473877,false
1,2287,n,raw,1.7360360622406006,false
1,2312,n,raw,1.7811470031738281,false
1,2329,n,raw,1.5912630558013916,false
1,2346,n,raw,1.608124017715454,false
1,2422,n,raw,1.6168479919433594,false
1,2444,n,raw,1.7561380863189697,false
1,2486,n,raw,1.807981014251709,false
1,2500,n,raw,1.811830997467041,false
1,2524,n,raw,1.7978911399841309,false
1,2539,n,raw,1.558398962020874,false
1,2591,n,raw,1.6441831588745117,false
