run,sample_idx,topology_perturb,sample_type,solve_time,converged
1,15693,n,raw,0.003336191177368164,true
1,15747,n,raw,0.0032689571380615234,true
1,15777,n,raw,0.003298044204711914,true
1,15832,n,raw,0.0038709640502929688,true
1,15889,n,raw,0.003426074981689453,true
1,15993,n,raw,0.0032889842987060547,true
1,15994,n,raw,0.0032720565795898438,true
1,16028,n,raw,0.0037260055541992188,true
1,16075,n,raw,0.0034339427947998047,true
1,16106,n,raw,0.0032989978790283203,true
1,16116,n,raw,0.0033118724822998047,true
1,16125,n,raw,0.0032961368560791016,true
1,16139,n,raw,0.0032958984375,true
1,16163,n,raw,0.003301858901977539,true
1,16170,n,raw,0.003287792205810547,true
1,16183,n,raw,0.003445863723754883,true
1,16200,n,raw,0.0033011436462402344,true
1,16204,n,raw,0.003303050994873047,true
1,16232,n,raw,0.0033121109008789062,true
1,16238,n,raw,0.003322124481201172,true
1,16251,n,raw,0.003297090530395508,true
1,16253,n,raw,0.003309965133666992,true
1,16287,n,raw,0.0032989978790283203,true
1,16323,n,raw,0.0033409595489501953,true
1,16340,n,raw,0.003309011459350586,true
1,16369,n,raw,0.0033111572265625,true
1,16385,n,raw,0.003473997116088867,true
1,16389,n,raw,0.0033218860626220703,true
1,16394,n,raw,0.003316164016723633,true
1,16439,n,raw,0.003309965133666992,true
1,16519,n,raw,0.0035881996154785156,true
1,16581,n,raw,0.0033371448516845703,true
1,16615,n,raw,0.0034689903259277344,true
1,16623,n,raw,0.003322124481201172,true
1,16665,n,raw,0.008500814437866211,true
1,16674,n,raw,0.007027149200439453,true
1,16723,n,raw,0.008525848388671875,true
1,16736,n,raw,0.0048389434814453125,true
1,16752,n,raw,0.004612922668457031,true
1,16772,n,raw,0.003991127014160156,true
1,16799,n,raw,0.0036478042602539062,true
1,16878,n,raw,0.0033872127532958984,true
1,16958,n,raw,0.0033571720123291016,true
1,17010,n,raw,0.0033261775970458984,true
1,17014,n,raw,0.00333404541015625,true
1,17015,n,raw,0.00385284423828125,true
1,17037,n,raw,0.0033059120178222656,true
1,17048,n,raw,0.0032880306243896484,true
1,17071,n,raw,0.0032820701599121094,true
1,17102,n,raw,0.0032808780670166016,true
1,17157,n,raw,0.0032460689544677734,true
1,17168,n,raw,0.003264904022216797,true
1,17172,n,raw,0.003416776657104492,true
1,17209,n,raw,0.003270864486694336,true
1,17260,n,raw,0.0032529830932617188,true
1,17295,n,raw,0.003264904022216797,true
1,17314,n,raw,0.0032520294189453125,true
1,17316,n,raw,0.0032761096954345703,true
1,17336,n,raw,0.003289937973022461,true
1,17421,n,raw,0.003278017044067383,true
1,17449,n,raw,0.0032498836517333984,true
1,17480,n,raw,0.0034050941467285156,true
1,17509,n,raw,0.003262042999267578,true
1,17525,n,raw,0.0032520294189453125,true
1,17577,n,raw,0.003248929977416992,true
1,17584,n,raw,0.003386974334716797,true
1,17587,n,raw,0.0034110546112060547,true
1,17601,n,raw,0.0032889842987060547,true
1,17640,n,raw,0.0045299530029296875,true
1,17647,n,raw,0.0034160614013671875,true
1,17650,n,raw,0.003468036651611328,true
1,17670,n,raw,0.003309011459350586,true
1,17678,n,raw,0.003261089324951172,true
1,17692,n,raw,0.0032548904418945312,true
1,17744,n,raw,0.003262042999267578,true
1,17789,n,raw,0.003268003463745117,true
1,17790,n,raw,0.008440017700195312,true
1,17796,n,raw,0.0033152103424072266,true
1,17830,n,raw,0.0036890506744384766,true
1,17901,n,raw,0.003305196762084961,true
1,17913,n,raw,0.0027098655700683594,true
