topo,run,sample_idx,sample_type,pbl_mean,pbl_max
n,3,32520,nose,1.3099789839543519e-06,1.3099789839543519e-06
n,3,32525,raw,1.2738513532895013e-06,1.2738513532895013e-06
n,3,32582,raw,9.924383448378649e-07,9.924383448378649e-07
n,3,32598,raw,9.955865607480519e-07,9.955865607480519e-07
n,3,32612,raw,1.1586538448682404e-06,1.1586538448682404e-06
n,3,32768,raw,1.062565161191742e-06,1.062565161191742e-06
n,3,32820,raw,1.18077764454938e-06,1.18077764454938e-06
n,3,32873,raw,1.1555058563317289e-06,1.1555058563317289e-06
n,3,32873,nose,1.4933730199118145e-06,1.4933730199118145e-06
n,3,32888,raw,1.1298698154860176e-06,1.1298698154860176e-06
n,3,32900,raw,1.0708357649491518e-06,1.0708357649491518e-06
n,3,32922,raw,1.1063372085118317e-06,1.1063372085118317e-06
n,3,32956,raw,1.2035030749757425e-06,1.2035030749757425e-06
n,3,32980,raw,7.659145921934396e-07,7.659145921934396e-07
n,3,32981,raw,1.0270565553582856e-06,1.0270565553582856e-06
n,3,32993,raw,1.1710220633176505e-06,1.1710220633176505e-06
n,3,33033,raw,1.1092133718193509e-06,1.1092133718193509e-06
n,3,33042,raw,1.0942251265078085e-06,1.0942251265078085e-06
n,3,33083,raw,1.023917548081954e-06,1.023917548081954e-06
n,3,33107,raw,1.1331907217027037e-06,1.1331907217027037e-06
n,3,33131,raw,1.0338949323340785e-06,1.0338949323340785e-06
n,3,33154,raw,8.39214806092059e-07,8.39214806092059e-07
n,3,33181,raw,1.036620687955292e-06,1.036620687955292e-06
n,3,33187,raw,9.394448170496617e-07,9.394448170496617e-07
n,3,33264,raw,1.057430154105532e-06,1.057430154105532e-06
n,3,33350,raw,1.0678123771867831e-06,1.0678123771867831e-06
n,3,33351,raw,1.1567381079657935e-06,1.1567381079657935e-06
n,3,33360,raw,1.0554113032412715e-06,1.0554113032412715e-06
n,3,33394,raw,9.946011232386809e-07,9.946011232386809e-07
n,3,33403,raw,1.0586869620965444e-06,1.0586869620965444e-06
n,3,33453,raw,1.1553752301551867e-06,1.1553752301551867e-06
n,3,33462,raw,9.99811163637787e-07,9.99811163637787e-07
n,3,33474,raw,1.2695633131443174e-06,1.2695633131443174e-06
n,3,33502,raw,1.2014425010420382e-06,1.2014425010420382e-06
n,3,33527,raw,1.2022312603221508e-06,1.2022312603221508e-06
n,3,33527,nose,1.2045918538206024e-06,1.2045918538206024e-06
n,3,33562,raw,1.0517509281271487e-06,1.0517509281271487e-06
n,3,33587,raw,1.1503445875860052e-06,1.1503445875860052e-06
n,3,33657,raw,1.1727065611921716e-06,1.1727065611921716e-06
n,3,33675,raw,1.1225291700611706e-06,1.1225291700611706e-06
n,3,33704,raw,1.2119953680667095e-06,1.2119953680667095e-06
n,3,33759,raw,1.140280119216186e-06,1.140280119216186e-06
n,3,33773,raw,1.0083265351568116e-06,1.0083265351568116e-06
n,3,33803,raw,9.204350703839737e-07,9.204350703839737e-07
n,3,33805,raw,9.01996486390999e-07,9.01996486390999e-07
n,3,33852,raw,1.15364559860609e-06,1.15364559860609e-06
n,3,33868,raw,1.022069227474276e-06,1.022069227474276e-06
n,3,33926,raw,1.0411730499981786e-06,1.0411730499981786e-06
n,3,33955,raw,1.0322405614715535e-06,1.0322405614715535e-06
n,3,33993,raw,1.0620467492117314e-06,1.0620467492117314e-06
n,3,34015,raw,1.2814377896575024e-06,1.2814377896575024e-06
n,3,34018,raw,9.307421464654908e-07,9.307421464654908e-07
n,3,34054,raw,1.1778303132814472e-06,1.1778303132814472e-06
n,3,34087,raw,9.4466622613254e-07,9.4466622613254e-07
n,3,34119,raw,9.852869879978243e-07,9.852869879978243e-07
n,3,34201,raw,1.0803299801409594e-06,1.0803299801409594e-06
n,3,34363,raw,8.613978366156516e-07,8.613978366156516e-07
n,3,34372,raw,9.976375849873875e-07,9.976375849873875e-07
n,3,34402,raw,1.1391408634153777e-06,1.1391408634153777e-06
n,3,34423,raw,1.1515709275045083e-06,1.1515709275045083e-06
n,3,34424,raw,1.0911577419392415e-06,1.0911577419392415e-06
n,3,34429,raw,1.0390393754278193e-06,1.0390393754278193e-06
n,3,34520,raw,1.0959417977574049e-06,1.0959417977574049e-06
n,3,34524,raw,9.955348332368885e-07,9.955348332368885e-07
n,3,34530,raw,9.78171101451153e-07,9.78171101451153e-07
n,3,34610,raw,1.1370825632184278e-06,1.1370825632184278e-06
n,3,34642,raw,1.1019236580978031e-06,1.1019236580978031e-06
n,3,34644,raw,1.0014736062657903e-06,1.0014736062657903e-06
n,3,34657,raw,1.095752622859436e-06,1.095752622859436e-06
n,3,34702,raw,1.1492909379740013e-06,1.1492909379740013e-06
n,3,34732,raw,1.0491501143405912e-06,1.0491501143405912e-06
n,3,34778,raw,1.0581800324871438e-06,1.0581800324871438e-06
n,3,34796,raw,9.777101013241918e-07,9.777101013241918e-07
n,3,34880,raw,8.969614100351464e-07,8.969614100351464e-07
n,3,34880,nose,1.3886517535866005e-06,1.3886517535866005e-06
n,3,34974,raw,1.0178972615904058e-06,1.0178972615904058e-06
n,3,34978,raw,1.2978591712453635e-06,1.2978591712453635e-06
n,3,35068,raw,1.161399950433406e-06,1.161399950433406e-06
n,3,35124,raw,1.1330545248711132e-06,1.1330545248711132e-06
n,3,35160,raw,1.138039351644693e-06,1.138039351644693e-06
n,3,35199,raw,1.2765482324539335e-06,1.2765482324539335e-06
n,3,35236,raw,1.0133634305020678e-06,1.0133634305020678e-06
n,3,35245,raw,1.1663253189908573e-06,1.1663253189908573e-06
n,3,35263,raw,1.0366513834014768e-06,1.0366513834014768e-06
n,3,35273,raw,1.136898276854481e-06,1.136898276854481e-06
n,3,35273,nose,1.1322645150357857e-06,1.1322645150357857e-06
n,3,35346,raw,9.754094207892194e-07,9.754094207892194e-07
n,3,35482,raw,1.1447039014456095e-06,1.1447039014456095e-06
n,3,35492,raw,1.2734027450278518e-06,1.2734027450278518e-06
n,3,35573,raw,1.1674489996948978e-06,1.1674489996948978e-06
n,3,35594,raw,1.0377042372056167e-06,1.0377042372056167e-06
n,3,35680,raw,1.020769332171767e-06,1.020769332171767e-06
n,3,35693,raw,1.0071634051200817e-06,1.0071634051200817e-06
n,3,35711,raw,9.475202773501223e-07,9.475202773501223e-07
n,3,35760,raw,1.1094892897745012e-06,1.1094892897745012e-06
n,3,35770,raw,8.694797202224436e-07,8.694797202224436e-07
n,3,35777,raw,1.0025054280049517e-06,1.0025054280049517e-06
n,3,35784,raw,1.1804303312601405e-06,1.1804303312601405e-06
n,3,35798,raw,1.2126367892051348e-06,1.2126367892051348e-06
n,3,35809,raw,1.0700648545025615e-06,1.0700648545025615e-06
n,3,35817,raw,1.0199410098721273e-06,1.0199410098721273e-06
n,3,35830,raw,1.164143895948655e-06,1.164143895948655e-06
n,3,35864,raw,1.173723262581916e-06,1.173723262581916e-06
n,3,36126,raw,1.1618984672168153e-06,1.1618984672168153e-06
n,3,36138,raw,9.564846550347283e-07,9.564846550347283e-07
n,3,36163,raw,1.0751997479019337e-06,1.0751997479019337e-06
n,3,36205,raw,1.0981611922034062e-06,1.0981611922034062e-06
n,3,36208,raw,1.125981043514912e-06,1.125981043514912e-06
n,3,36225,raw,9.526024769002106e-07,9.526024769002106e-07
n,3,36232,raw,1.1004156021954259e-06,1.1004156021954259e-06
n,3,36263,raw,1.1802233075286495e-06,1.1802233075286495e-06
n,3,36280,raw,1.0604426279314794e-06,1.0604426279314794e-06
n,3,36381,raw,1.053314463206334e-06,1.053314463206334e-06
n,3,36393,raw,1.1726255024768761e-06,1.1726255024768761e-06
n,3,36450,raw,1.1053804200855666e-06,1.1053804200855666e-06
n,3,36501,raw,1.0386914937043912e-06,1.0386914937043912e-06
n,3,36516,raw,1.1090538691860274e-06,1.1090538691860274e-06
n,3,36522,raw,1.0656012818799354e-06,1.0656012818799354e-06
n,3,36522,nose,1.2025810747218202e-06,1.2025810747218202e-06
n,3,36544,raw,1.0441191307108966e-06,1.0441191307108966e-06
n,3,36552,raw,1.1477528687464655e-06,1.1477528687464655e-06
n,3,36560,raw,1.075554564522463e-06,1.075554564522463e-06
n,3,36651,raw,1.2115478966734372e-06,1.2115478966734372e-06
n,3,36654,raw,1.0559182328506722e-06,1.0559182328506722e-06
n,3,36687,raw,1.1609291732384008e-06,1.1609291732384008e-06
n,3,36713,raw,1.009637685456255e-06,1.009637685456255e-06
n,3,36722,nose,1.4994677712820703e-06,1.4994677712820703e-06
n,3,36747,raw,1.2075925042154267e-06,1.2075925042154267e-06
n,3,36768,raw,1.024205062094552e-06,1.024205062094552e-06
n,3,36774,raw,1.0675288422135054e-06,1.0675288422135054e-06
n,3,36792,raw,1.1228921721340157e-06,1.1228921721340157e-06
n,3,36801,raw,1.050366336130537e-06,1.050366336130537e-06
n,3,36868,raw,1.1863522786370595e-06,1.1863522786370595e-06
n,3,36880,raw,1.3203264188632602e-06,1.3203264188632602e-06
n,3,36917,raw,1.280374135603779e-06,1.280374135603779e-06
n,3,37014,raw,1.0288836165273096e-06,1.0288836165273096e-06
n,3,37023,raw,1.1118585234726197e-06,1.1118585234726197e-06
n,3,37023,nose,1.2194655027997214e-06,1.2194655027997214e-06
n,3,37059,raw,1.068726760422578e-06,1.068726760422578e-06
n,3,37098,raw,1.0716187262005406e-06,1.0716187262005406e-06
n,3,37180,raw,1.0299474979547085e-06,1.0299474979547085e-06
n,3,37251,raw,1.0882922651944682e-06,1.0882922651944682e-06
n,3,37324,raw,1.1504803296702448e-06,1.1504803296702448e-06
n,3,37357,raw,1.033610487866099e-06,1.033610487866099e-06
n,3,37358,raw,1.0896650337599567e-06,1.0896650337599567e-06
n,3,37420,raw,1.060423983290093e-06,1.060423983290093e-06
n,3,37437,raw,1.1216858410989516e-06,1.1216858410989516e-06
n,3,37479,raw,9.866784012046992e-07,9.866784012046992e-07
n,3,37522,raw,1.0066319191537332e-06,1.0066319191537332e-06
n,3,37583,raw,1.1097341712229536e-06,1.1097341712229536e-06
n,3,37603,raw,1.2668980389207718e-06,1.2668980389207718e-06
n,3,37604,raw,1.1865134865729488e-06,1.1865134865729488e-06
n,3,37677,raw,1.1857567869810737e-06,1.1857567869810737e-06
n,3,37710,raw,1.0337714684283128e-06,1.0337714684283128e-06
n,3,37711,raw,9.811078598431777e-07,9.811078598431777e-07
n,3,37716,raw,1.126591996580828e-06,1.126591996580828e-06
n,3,37723,raw,9.279505093218177e-07,9.279505093218177e-07
n,3,37758,raw,1.0373995564805227e-06,1.0373995564805227e-06
n,3,37819,raw,1.3531524700738373e-06,1.3531524700738373e-06
n,3,37828,raw,1.0177208196182619e-06,1.0177208196182619e-06
n,3,37844,raw,1.0075893897010246e-06,1.0075893897010246e-06
n,3,37877,raw,1.0667233709682478e-06,1.0667233709682478e-06
n,3,37888,raw,1.1129664017062169e-06,1.1129664017062169e-06
n,3,37902,raw,1.0388239388703369e-06,1.0388239388703369e-06
n,3,37941,raw,1.0882107517318218e-06,1.0882107517318218e-06
n,3,37944,raw,1.0963765362248523e-06,1.0963765362248523e-06
n,3,37957,raw,1.1742266678993474e-06,1.1742266678993474e-06
n,3,37957,nose,1.2337883390500792e-06,1.2337883390500792e-06
n,3,38007,nose,1.530430949969741e-06,1.530430949969741e-06
n,3,38018,raw,1.0284281870553968e-06,1.0284281870553968e-06
n,3,38031,raw,1.093522087103338e-06,1.093522087103338e-06
n,3,38035,raw,1.0294158983015222e-06,1.0294158983015222e-06
n,3,38035,nose,1.4319883803182165e-06,1.4319883803182165e-06
n,3,38057,raw,1.1078718671342358e-06,1.1078718671342358e-06
n,3,38061,raw,9.179294693240081e-07,9.179294693240081e-07
n,3,38123,raw,1.0568326160864672e-06,1.0568326160864672e-06
n,3,38268,raw,1.207038621942047e-06,1.207038621942047e-06
n,3,38304,raw,1.1084351854151464e-06,1.1084351854151464e-06
n,3,38304,nose,1.5823235344214481e-06,1.5823235344214481e-06
n,3,38306,raw,9.903907312036608e-07,9.903907312036608e-07
n,3,38314,raw,1.0009766810981091e-06,1.0009766810981091e-06
n,3,38330,raw,1.1547158464964014e-06,1.1547158464964014e-06
n,3,38332,raw,1.2274113032617606e-06,1.2274113032617606e-06
n,3,38349,raw,1.14956344532402e-06,1.14956344532402e-06
n,3,38357,raw,1.0072249096992891e-06,1.0072249096992891e-06
n,3,38405,raw,1.1678118880809052e-06,1.1678118880809052e-06
n,3,38430,raw,1.0177300282521173e-06,1.0177300282521173e-06
n,3,38453,raw,1.1905382280019694e-06,1.1905382280019694e-06
n,3,38490,raw,9.150509185928968e-07,9.150509185928968e-07
n,3,38493,raw,1.0339092568756314e-06,1.0339092568756314e-06
n,3,38502,raw,1.0763732234408963e-06,1.0763732234408963e-06
n,3,38517,raw,1.3535541256715078e-06,1.3535541256715078e-06
n,3,38525,raw,1.1141057711938629e-06,1.1141057711938629e-06
n,3,38526,raw,1.008051526696363e-06,1.008051526696363e-06
n,3,38542,raw,9.273554155697639e-07,9.273554155697639e-07
n,3,38659,raw,1.283672190766083e-06,1.283672190766083e-06
n,3,38663,raw,1.178416368929902e-06,1.178416368929902e-06
n,3,38663,nose,1.3503329228115035e-06,1.3503329228115035e-06
n,3,38679,raw,1.0467069841979537e-06,1.0467069841979537e-06
n,3,38805,raw,1.1046441841244814e-06,1.1046441841244814e-06
n,3,38807,raw,1.1419061820561183e-06,1.1419061820561183e-06
n,3,38829,raw,1.237094693351537e-06,1.237094693351537e-06
n,3,38858,raw,1.0448869716128684e-06,1.0448869716128684e-06
n,3,38896,raw,1.107305365621869e-06,1.107305365621869e-06
n,3,38931,raw,9.212023428517568e-07,9.212023428517568e-07
n,3,39027,raw,9.989284990297165e-07,9.989284990297165e-07
n,3,39038,raw,1.0205698117715656e-06,1.0205698117715656e-06
n,3,39045,raw,1.0363750106989755e-06,1.0363750106989755e-06
n,3,39050,raw,9.162440051113663e-07,9.162440051113663e-07
n,3,39050,nose,1.4617858141718898e-06,1.4617858141718898e-06
n,3,39141,raw,1.0174150020247907e-06,1.0174150020247907e-06
n,3,39168,raw,1.28031820167962e-06,1.28031820167962e-06
n,3,39223,raw,1.026356812872109e-06,1.026356812872109e-06
n,3,39234,raw,1.342443169960461e-06,1.342443169960461e-06
n,3,39255,raw,8.492039000884688e-07,8.492039000884688e-07
n,3,39286,raw,1.1103211363661103e-06,1.1103211363661103e-06
n,3,39333,raw,1.0208425464952597e-06,1.0208425464952597e-06
n,3,39384,raw,1.1486827133921906e-06,1.1486827133921906e-06
n,3,39388,raw,9.538431413602666e-07,9.538431413602666e-07
n,3,39488,raw,1.0861718919841223e-06,1.0861718919841223e-06
n,3,39503,raw,9.714950692796265e-07,9.714950692796265e-07
n,3,39503,nose,1.4802540135860909e-06,1.4802540135860909e-06
n,3,39534,raw,9.583349083186476e-07,9.583349083186476e-07
n,3,39536,raw,9.264616664950154e-07,9.264616664950154e-07
n,3,39540,raw,1.0510666470509022e-06,1.0510666470509022e-06
n,3,39561,raw,1.158015265900758e-06,1.158015265900758e-06
n,3,39561,nose,1.1771677463912056e-06,1.1771677463912056e-06
n,3,39617,raw,9.918206842485233e-07,9.918206842485233e-07
n,3,39619,raw,1.213229666063853e-06,1.213229666063853e-06
n,3,39656,raw,8.792148378233833e-07,8.792148378233833e-07
n,3,39673,raw,1.0786286566144554e-06,1.0786286566144554e-06
n,3,39675,raw,1.0897002766796504e-06,1.0897002766796504e-06
n,3,39727,raw,9.856561291599064e-07,9.856561291599064e-07
n,3,39746,raw,1.1116748055428616e-06,1.1116748055428616e-06
n,3,39759,raw,9.80418803919747e-07,9.80418803919747e-07
n,3,39820,raw,9.235762377102219e-07,9.235762377102219e-07
n,3,39859,raw,1.0580415619187988e-06,1.0580415619187988e-06
n,3,39902,raw,9.436128607376304e-07,9.436128607376304e-07
n,3,39961,raw,1.0364011586716515e-06,1.0364011586716515e-06
n,3,40001,raw,1.1714184893207857e-06,1.1714184893207857e-06
n,3,40003,raw,1.1342901871103095e-06,1.1342901871103095e-06
n,3,40012,raw,1.1638092018984025e-06,1.1638092018984025e-06
n,3,40029,raw,1.1241210131629487e-06,1.1241210131629487e-06
n,3,40039,raw,9.66984316619346e-07,9.66984316619346e-07
n,3,40040,raw,9.58521809479862e-07,9.58521809479862e-07
n,3,40053,raw,1.0969703225782723e-06,1.0969703225782723e-06
n,3,40144,raw,1.1812263664978673e-06,1.1812263664978673e-06
n,3,40198,raw,1.145381247624755e-06,1.145381247624755e-06
n,3,40207,raw,1.0650747981344466e-06,1.0650747981344466e-06
n,3,40219,raw,1.0496818276806152e-06,1.0496818276806152e-06
n,3,40249,raw,9.601039892004337e-07,9.601039892004337e-07
n,3,40301,raw,1.2846272738897824e-06,1.2846272738897824e-06
n,3,40317,raw,1.113210942094156e-06,1.113210942094156e-06
n,3,40333,raw,1.1103205679319217e-06,1.1103205679319217e-06
n,3,40351,raw,1.0125569360752706e-06,1.0125569360752706e-06
n,3,40376,raw,1.3051287623966346e-06,1.3051287623966346e-06
n,3,40376,nose,1.4771794667467475e-06,1.4771794667467475e-06
n,3,40406,raw,1.143403437708912e-06,1.143403437708912e-06
n,3,40520,raw,9.75848593043338e-07,9.75848593043338e-07
n,3,40566,raw,1.0901053428824525e-06,1.0901053428824525e-06
n,3,40583,raw,9.209279028254969e-07,9.209279028254969e-07
n,3,40599,raw,9.927591690939153e-07,9.927591690939153e-07
n,3,40599,nose,1.2509044609032571e-06,1.2509044609032571e-06
n,3,40693,raw,1.0659834970283555e-06,1.0659834970283555e-06
n,3,40702,raw,1.151625383499777e-06,1.151625383499777e-06
n,3,40710,raw,9.595520396032953e-07,9.595520396032953e-07
n,3,40743,raw,1.0221915545116644e-06,1.0221915545116644e-06
n,3,40754,raw,9.198936936627433e-07,9.198936936627433e-07
n,3,40766,raw,1.3715108480027993e-06,1.3715108480027993e-06
n,3,40769,raw,1.064316279553168e-06,1.064316279553168e-06
n,3,40804,raw,1.0355987569710123e-06,1.0355987569710123e-06
n,3,40826,raw,9.755316341397702e-07,9.755316341397702e-07
n,3,40841,raw,1.1970799960181466e-06,1.1970799960181466e-06
n,3,40854,raw,1.045001909005805e-06,1.045001909005805e-06
n,3,40925,raw,1.0694552656786982e-06,1.0694552656786982e-06
n,3,40931,raw,1.166979245681432e-06,1.166979245681432e-06
n,3,40980,raw,9.418769195690402e-07,9.418769195690402e-07
n,3,40984,raw,8.866798566486978e-07,8.866798566486978e-07
n,3,41022,raw,1.004293608275475e-06,1.004293608275475e-06
n,3,41032,raw,9.177280162475654e-07,9.177280162475654e-07
n,3,41032,nose,1.1001054645021213e-06,1.1001054645021213e-06
n,3,41095,raw,1.149881200035452e-06,1.149881200035452e-06
n,3,41296,raw,1.0894391380134039e-06,1.0894391380134039e-06
n,3,41369,raw,1.1212187018827535e-06,1.1212187018827535e-06
n,3,41386,raw,9.474653666075028e-07,9.474653666075028e-07
n,3,41397,raw,9.965812068912783e-07,9.965812068912783e-07
n,3,41398,raw,1.0240243000225746e-06,1.0240243000225746e-06
n,3,41490,raw,1.0724344292611931e-06,1.0724344292611931e-06
n,3,41510,raw,1.1229266192458454e-06,1.1229266192458454e-06
n,3,41541,raw,9.742794873091043e-07,9.742794873091043e-07
n,3,41546,raw,1.1201086635992397e-06,1.1201086635992397e-06
n,3,41629,raw,9.858218845693045e-07,9.858218845693045e-07
n,3,41642,raw,9.763901971382438e-07,9.763901971382438e-07
n,3,41665,raw,1.0191670298809186e-06,1.0191670298809186e-06
n,3,41678,raw,9.809419907469419e-07,9.809419907469419e-07
n,3,41678,nose,1.2626595662368345e-06,1.2626595662368345e-06
n,3,41772,raw,1.085637450159993e-06,1.085637450159993e-06
n,3,41772,nose,1.224753418682667e-06,1.224753418682667e-06
n,3,41788,raw,1.0722239949245704e-06,1.0722239949245704e-06
n,3,41791,raw,1.0372382348577958e-06,1.0372382348577958e-06
n,3,41801,raw,9.340608926322602e-07,9.340608926322602e-07
n,3,41810,raw,1.1099876928710728e-06,1.1099876928710728e-06
n,3,41822,raw,1.1088503697465057e-06,1.1088503697465057e-06
n,3,41845,raw,1.1082199762313394e-06,1.1082199762313394e-06
n,3,41873,raw,1.05291098861926e-06,1.05291098861926e-06
n,3,41900,raw,1.2927663419759483e-06,1.2927663419759483e-06
n,3,41940,raw,1.0480810033186572e-06,1.0480810033186572e-06
n,3,42013,raw,1.0824485343619017e-06,1.0824485343619017e-06
n,3,42076,raw,9.889619150271756e-07,9.889619150271756e-07
n,3,42085,raw,1.182685195999511e-06,1.182685195999511e-06
n,3,42138,raw,1.0709678690545843e-06,1.0709678690545843e-06
n,3,42197,raw,1.1741151411115425e-06,1.1741151411115425e-06
n,3,42234,raw,1.0191394039793522e-06,1.0191394039793522e-06
n,3,42250,raw,1.0528251550567802e-06,1.0528251550567802e-06
n,3,42277,raw,1.051615186042909e-06,1.051615186042909e-06
n,3,42277,nose,8.976911658464815e-07,8.976911658464815e-07
n,3,42319,raw,1.0605615443637362e-06,1.0605615443637362e-06
n,3,42355,raw,1.1197938647455885e-06,1.1197938647455885e-06
n,3,42360,raw,1.066686081685475e-06,1.066686081685475e-06
n,3,42424,raw,1.0228752671537222e-06,1.0228752671537222e-06
n,3,42428,raw,1.0132903298654128e-06,1.0132903298654128e-06
n,3,42474,raw,9.562621698933071e-07,9.562621698933071e-07
n,3,42545,raw,9.788892612050404e-07,9.788892612050404e-07
n,3,42567,raw,1.1630744438662077e-06,1.1630744438662077e-06
n,3,42567,nose,1.0734539728218806e-06,1.0734539728218806e-06
n,3,42574,raw,1.2500408956839237e-06,1.2500408956839237e-06
n,3,42605,raw,1.0274326314174687e-06,1.0274326314174687e-06
n,3,42638,raw,9.934985882864567e-07,9.934985882864567e-07
n,3,42639,raw,1.0662034810593468e-06,1.0662034810593468e-06
n,3,42639,nose,1.086500788005651e-06,1.086500788005651e-06
n,3,42664,raw,9.101308364733995e-07,9.101308364733995e-07
n,3,42709,raw,9.58357645686192e-07,9.58357645686192e-07
n,3,42709,nose,1.1688555332511896e-06,1.1688555332511896e-06
n,3,42721,raw,9.968887297873152e-07,9.968887297873152e-07
n,3,42734,raw,9.667616041042493e-07,9.667616041042493e-07
n,3,42773,raw,1.1685049230436562e-06,1.1685049230436562e-06
n,3,42785,raw,8.903047046260326e-07,8.903047046260326e-07
n,3,42829,raw,1.2811744909413392e-06,1.2811744909413392e-06
n,3,42839,raw,1.0692652949728654e-06,1.0692652949728654e-06
n,3,42841,raw,1.1548406746442197e-06,1.1548406746442197e-06
n,3,42841,nose,1.4056997770239832e-06,1.4056997770239832e-06
n,3,42856,raw,1.0569121968728723e-06,1.0569121968728723e-06
n,3,42869,raw,1.2463757457226166e-06,1.2463757457226166e-06
n,3,42886,raw,9.63811999099562e-07,9.63811999099562e-07
n,3,42920,raw,9.039511610353657e-07,9.039511610353657e-07
n,3,43012,raw,1.026152631311561e-06,1.026152631311561e-06
n,3,43027,raw,1.1471963716758182e-06,1.1471963716758182e-06
n,3,43035,raw,9.495918789070856e-07,9.495918789070856e-07
n,3,43062,raw,1.1183544756931951e-06,1.1183544756931951e-06
n,3,43062,nose,1.4873194231768139e-06,1.4873194231768139e-06
n,3,43108,raw,1.138170432568586e-06,1.138170432568586e-06
n,3,43119,raw,1.0795159823828726e-06,1.0795159823828726e-06
n,3,43123,raw,1.188658643513918e-06,1.188658643513918e-06
n,3,43130,raw,1.0657818165782373e-06,1.0657818165782373e-06
n,3,43130,nose,1.2967981319889077e-06,1.2967981319889077e-06
n,3,43146,raw,1.1061068789786077e-06,1.1061068789786077e-06
n,3,43156,raw,9.049160780705279e-07,9.049160780705279e-07
n,3,43171,raw,1.16715648346144e-06,1.16715648346144e-06
n,3,43192,raw,8.943928833105019e-07,8.943928833105019e-07
n,3,43202,raw,9.780651453183964e-07,9.780651453183964e-07
n,3,43231,raw,1.0419209957035491e-06,1.0419209957035491e-06
n,3,43237,raw,9.481520351073414e-07,9.481520351073414e-07
n,3,43247,raw,1.0530580993872718e-06,1.0530580993872718e-06
n,3,43258,raw,1.0085690291816718e-06,1.0085690291816718e-06
n,3,43271,raw,1.0913197456829948e-06,1.0913197456829948e-06
n,3,43293,raw,1.0253470463794656e-06,1.0253470463794656e-06
n,3,43305,raw,1.1348141697453684e-06,1.1348141697453684e-06
n,3,43305,nose,1.1795751788667985e-06,1.1795751788667985e-06
n,3,43318,raw,1.100511553886463e-06,1.100511553886463e-06
n,3,43339,raw,9.49441869124712e-07,9.49441869124712e-07
n,3,43371,raw,1.0964365628751693e-06,1.0964365628751693e-06
n,3,43374,raw,1.0543535609031096e-06,1.0543535609031096e-06
n,3,43418,raw,9.568202585796826e-07,9.568202585796826e-07
n,3,43448,raw,9.856945553110563e-07,9.856945553110563e-07
n,3,43459,raw,8.148018082465569e-07,8.148018082465569e-07
n,3,43474,raw,1.0301813517799019e-06,1.0301813517799019e-06
n,3,43475,raw,1.2323372402534005e-06,1.2323372402534005e-06
n,3,43533,raw,1.1244952702327282e-06,1.1244952702327282e-06
n,3,43564,raw,1.0536508625591523e-06,1.0536508625591523e-06
n,3,43571,raw,8.170738396984234e-07,8.170738396984234e-07
n,3,43588,raw,1.2468406112020602e-06,1.2468406112020602e-06
n,3,43602,raw,1.0150024536415003e-06,1.0150024536415003e-06
n,3,43605,raw,9.456317684453097e-07,9.456317684453097e-07
n,3,43628,raw,1.0748262866400182e-06,1.0748262866400182e-06
n,3,43648,raw,1.034407659972203e-06,1.034407659972203e-06
n,3,43675,raw,9.708229526950163e-07,9.708229526950163e-07
n,3,43693,raw,1.138377456300077e-06,1.138377456300077e-06
n,3,43717,raw,1.087765099327953e-06,1.087765099327953e-06
n,3,43806,raw,1.042893813973933e-06,1.042893813973933e-06
n,3,43862,raw,1.1311367416055873e-06,1.1311367416055873e-06
n,3,43867,raw,9.95776417767047e-07,9.95776417767047e-07
n,3,43883,raw,9.527397537567595e-07,9.527397537567595e-07
n,3,43891,raw,1.180123831545643e-06,1.180123831545643e-06
n,3,43899,raw,1.1455025514806039e-06,1.1455025514806039e-06
n,3,43903,raw,1.045299200086447e-06,1.045299200086447e-06
n,3,44052,raw,9.760187822394073e-07,9.760187822394073e-07
n,3,44052,nose,1.1650166698018438e-06,1.1650166698018438e-06
n,3,44054,raw,1.1289347412457573e-06,1.1289347412457573e-06
n,3,44061,raw,1.0103447039000457e-06,1.0103447039000457e-06
n,3,44104,raw,1.212273673445452e-06,1.212273673445452e-06
n,3,44169,raw,1.084525479200238e-06,1.084525479200238e-06
n,3,44196,raw,1.1086973472629325e-06,1.1086973472629325e-06
n,3,44196,nose,1.288831754209241e-06,1.288831754209241e-06
n,3,44205,raw,1.2189981362098479e-06,1.2189981362098479e-06
n,3,44221,raw,9.124703410634538e-07,9.124703410634538e-07
n,3,44229,raw,1.080304855349823e-06,1.080304855349823e-06
n,3,44233,raw,9.362395303469384e-07,9.362395303469384e-07
n,3,44275,raw,1.0790810165417497e-06,1.0790810165417497e-06
n,3,44278,raw,9.911824463415542e-07,9.911824463415542e-07
n,3,44281,raw,1.3202092077335692e-06,1.3202092077335692e-06
n,3,44296,raw,1.1240332469242276e-06,1.1240332469242276e-06
n,3,44319,raw,1.06951006273448e-06,1.06951006273448e-06
n,3,44420,raw,1.0716537417465588e-06,1.0716537417465588e-06
n,3,44420,nose,1.400733935952303e-06,1.400733935952303e-06
n,3,44432,raw,8.784072065282089e-07,8.784072065282089e-07
n,3,44452,raw,9.884763585432665e-07,9.884763585432665e-07
n,3,44504,raw,9.853370102064218e-07,9.853370102064218e-07
n,3,44546,raw,1.074780243470741e-06,1.074780243470741e-06
n,3,44548,raw,1.1316933523630723e-06,1.1316933523630723e-06
n,3,44578,raw,1.035246441460913e-06,1.035246441460913e-06
n,3,44601,raw,9.823596656133304e-07,9.823596656133304e-07
